Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
75111_023_12;170, avenue Ledru Rollin;FREE MOBILE;2019-09-24;2019-09-24;2022-06-28;;3G/4G/5G;75011;"{""coordinates"": [2.3796180001613516, 48.85699500029857], ""type"": ""Point""}";48.85699500029857, 2.3796180001613516
75112_027_06;136 rue de Picpus;FREE MOBILE;2016-05-30;2016-05-30;;;3G/4G;75012;"{""coordinates"": [2.4029073770707066, 48.836052703413515], ""type"": ""Point""}";48.836052703413515, 2.4029073770707066
75113_064_05;27 RUE DU DESSOUS DES BERGES;FREE MOBILE;2018-07-27;2018-08-23;2021-03-19;;3G/4G/5G;75013;"{""coordinates"": [2.3744892905401582, 48.82529188328843], ""type"": ""Point""}";48.82529188328843, 2.3744892905401582
75113_076_01;14, rue du Jura 75013 Paris;FREE MOBILE;2020-12-12;2020-12-12;2021-03-19;;3G/4G/5G;75013;"{""coordinates"": [2.355992999440896, 48.83705099998976], ""type"": ""Point""}";48.83705099998976, 2.355992999440896
75113_075_01;17-19 rue Cacheux;FREE MOBILE;2020-03-10;2020-03-24;2023-02-16;;3G/4G;75013;"{""coordinates"": [2.346156000200587, 48.8204730002169], ""type"": ""Point""}";48.8204730002169, 2.346156000200587
75114_059_01;10 rue Bardinet;FREE MOBILE;2021-06-22;2021-06-22;2021-07-06;;3G/4G/5G;75014;"{""coordinates"": [2.316549528674056, 48.830484826227746], ""type"": ""Point""}";48.830484826227746, 2.316549528674056
75114_020_04;95 AVENUE DU MAINE;FREE MOBILE;2019-04-23;2019-05-03;2021-07-15;;3G/4G/5G;75014;"{""coordinates"": [2.3234454859665763, 48.8371596670138], ""type"": ""Point""}";48.8371596670138, 2.3234454859665763
75114_015_02;70 rue des Plantes;FREE MOBILE;2014-03-21;2014-03-20;;;3G/4G/5G;75014;"{""coordinates"": [2.319174000487697, 48.82588200023459], ""type"": ""Point""}";48.82588200023459, 2.319174000487697
75114_045_03;27 RUE FAUBOURG SAINT JACQUES;FREE MOBILE;2019-09-04;2019-09-04;;;3G/4G/5G;75014;"{""coordinates"": [2.338569002398463, 48.83734146195179], ""type"": ""Point""}";48.83734146195179, 2.338569002398463
75115_003_03;8 RUE DE L'ARRIVEE;FREE MOBILE;2014-04-02;2014-04-02;2021-09-29;;3G/4G/5G;75015;"{""coordinates"": [2.322098000077462, 48.84371933158126], ""type"": ""Point""}";48.84371933158126, 2.322098000077462
75116_123_01;8-10 avenue de Versailles, 75016 Paris;FREE MOBILE;2021-04-22;2021-04-22;2021-05-10;;3G/4G/5G;75016;"{""coordinates"": [2.2774140006646055, 48.85089299989465], ""type"": ""Point""}";48.85089299989465, 2.2774140006646055
75116_020_07;46, avenue Mozart;FREE MOBILE;2018-04-25;2018-04-24;;;3G/4G;75016;"{""coordinates"": [2.270231999335027, 48.8556990002552], ""type"": ""Point""}";48.8556990002552, 2.270231999335027
75118_065_11;4, rue Eugène Carrière 75018 Paris;FREE MOBILE;2021-08-30;2021-08-30;2021-09-02;;3G/4G/5G;75018;"{""coordinates"": [2.332192499352966, 48.88894500029941], ""type"": ""Point""}";48.88894500029941, 2.332192499352966
75118_061_02;14, rue Gérard de Nerval;FREE MOBILE;2019-04-24;2019-04-24;2021-09-21;;3G/4G/5G;75018;"{""coordinates"": [2.3348115005951446, 48.900248999870755], ""type"": ""Point""}";48.900248999870755, 2.3348115005951446
75119_069_01;17 rue de Crimée;FREE MOBILE;2020-12-18;2020-12-18;2021-03-19;;3G/4G/5G;75019;"{""coordinates"": [2.3916330004142603, 48.87759599964933], ""type"": ""Point""}";48.87759599964933, 2.3916330004142603
75119_081_01;4 Rue Georges Auric;FREE MOBILE;2023-11-08;2023-11-08;2023-11-16;;3G/4G/5G;75019;"{""coordinates"": [2.38689450057501, 48.8847690000028], ""type"": ""Point""}";48.8847690000028, 2.38689450057501
75120_019_01;211 AVENUE GAMBETTA;FREE MOBILE;2013-11-14;2013-11-14;2022-08-29;;3G/4G/5G;75020;"{""coordinates"": [2.404980000582413, 48.87359999977998], ""type"": ""Point""}";48.87359999977998, 2.404980000582413
75120_010_04;22 RUE DE LESSEPS;FREE MOBILE;2014-08-29;2014-09-02;;;3G/4G/5G;75020;"{""coordinates"": [2.3998185004989834, 48.859335000072825], ""type"": ""Point""}";48.859335000072825, 2.3998185004989834
75120_057_03;75 rue des Amandiers;FREE MOBILE;2019-05-24;2019-05-10;;;3G/4G/5G;75020;"{""coordinates"": [2.3895675005455117, 48.866084999891825], ""type"": ""Point""}";48.866084999891825, 2.3895675005455117
75120_070_02;36 AVENUE GAMBETTA;FREE MOBILE;2022-10-03;2022-10-03;2022-11-04;;3G/4G/5G;75020;"{""coordinates"": [2.397155549615716, 48.86486159435986], ""type"": ""Point""}";48.86486159435986, 2.397155549615716
00000203U8;33, rue de la verrerie;Orange;2012-11-26;2020-11-30;2020-12-16;;;75004;"{""coordinates"": [2.3539725000232146, 48.8575349996409], ""type"": ""Point""}";48.8575349996409, 2.3539725000232146
00023322U3;20 Bd de l'Hopital;Orange;2017-10-25;2017-10-25;;;;75005;"{""coordinates"": [2.36275200004204, 48.841694999648624], ""type"": ""Point""}";48.841694999648624, 2.36275200004204
00030975U3;110 rue saint dominique;Orange;;2017-09-15;2022-10-31;;;75007;"{""coordinates"": [2.3024429999639366, 48.85856100018927], ""type"": ""Point""}";48.85856100018927, 2.3024429999639366
00000113U8;43/45, rue de naples;Orange;2012-02-06;2012-09-13;2019-11-28;;;75008;"{""coordinates"": [2.3167710001103194, 48.87923399994946], ""type"": ""Point""}";48.87923399994946, 2.3167710001103194
00000120U8;11, rue des saussaies;Orange;2013-02-25;2012-07-19;2023-11-30;;;75008;"{""coordinates"": [2.31768004350446, 48.871446555595476], ""type"": ""Point""}";48.871446555595476, 2.31768004350446
00007800U3;12 Avenue Marceau;Orange;;2013-03-24;;;;75008;"{""coordinates"": [2.2998174018557673, 48.866243191991856], ""type"": ""Point""}";48.866243191991856, 2.2998174018557673
00019888U5;209/213 Rue Lafayette;Orange;2020-10-02;2020-10-02;;;;75010;"{""coordinates"": [2.364331499898464, 48.881330999972064], ""type"": ""Point""}";48.881330999972064, 2.364331499898464
00000097U8;69/71, av michel bizot;Orange;2011-10-07;2013-07-12;2020-12-23;;;75012;"{""coordinates"": [2.4026696237054295, 48.836207296832555], ""type"": ""Point""}";48.836207296832555, 2.4026696237054295
00000092U8;157/159, av daumesnil;Orange;2011-04-11;2013-06-04;2023-05-11;;;75012;"{""coordinates"": [2.3886980036865304, 48.84130739690773], ""type"": ""Point""}";48.84130739690773, 2.3886980036865304
00000023U7;81, bd massena;Orange;2011-11-16;2013-10-14;2021-03-11;;;75013;"{""coordinates"": [2.368246500339696, 48.820842000272926], ""type"": ""Point""}";48.820842000272926, 2.368246500339696
00000411U7;55, rue vergniaud;Orange;2011-04-07;2013-06-26;;;;75013;"{""coordinates"": [2.345391000231396, 48.82616099989517], ""type"": ""Point""}";48.82616099989517, 2.345391000231396
00008212U3;196, rue de Vaugirard;Orange;2012-05-15;2013-08-01;2023-12-15;;;75015;"{""coordinates"": [2.3076035049374872, 48.84150531739733], ""type"": ""Point""}";48.84150531739733, 2.3076035049374872
00029686U5;6 rue Léo Delibes;Orange;2015-12-21;2016-03-25;2022-09-28;;;75016;"{""coordinates"": [2.2884525004210343, 48.86689499965574], ""type"": ""Point""}";48.86689499965574, 2.2884525004210343
00000071U7;31, rue Général Delestraint;Orange;2013-08-28;2020-02-06;2023-04-11;;;75016;"{""coordinates"": [2.2579154999826954, 48.84159600008094], ""type"": ""Point""}";48.84159600008094, 2.2579154999826954
00080154U8;80, rue de vitruve;Orange;2012-02-13;2013-05-23;2020-12-18;;;75020;"{""coordinates"": [2.4077835002120715, 48.85965000021185], ""type"": ""Point""}";48.85965000021185, 2.4077835002120715
00015966U5;57 Rue des Maraichers;Orange;2019-12-13;2019-12-13;2023-11-30;;;75020;"{""coordinates"": [2.4064335000554595, 48.85317000025383], ""type"": ""Point""}";48.85317000025383, 2.4064335000554595
00034766U5;16 B Rue de la Justice;Orange;;2023-12-05;2023-12-05;;;75020;"{""coordinates"": [2.407310999719559, 48.86951400005634], ""type"": ""Point""}";48.86951400005634, 2.407310999719559
751151;14  RUE DUPIN;SFR;;;2021-04-07;;2G+3G+4G+5G;75006;"{""coordinates"": [2.325577506227234, 48.84958554995373], ""type"": ""Point""}";48.84958554995373, 2.325577506227234
751033;91  BOULEVARD SAINT GERMAIN;SFR;;;2021-10-27;;2G+3G+4G+5G;75006;"{""coordinates"": [2.3395050002341344, 48.85196399996267], ""type"": ""Point""}";48.85196399996267, 2.3395050002341344
757444;87 BOULEVARD DE CHARONNE;SFR;;;2022-05-24;;2G+3G+4G+5G;75011;"{""coordinates"": [2.395295570532136, 48.8548642874609], ""type"": ""Point""}";48.8548642874609, 2.395295570532136
753514;16  RUE CRESPIN DU GAST;SFR;;;2022-12-27;;2G+3G+4G+5G;75011;"{""coordinates"": [2.382119999743846, 48.86532899956337], ""type"": ""Point""}";48.86532899956337, 2.382119999743846
753511;48 AVENUE D ITALIE;SFR;;;;;2G+3G+4G+;75013;"{""coordinates"": [2.3565699656571155, 48.82788963487748], ""type"": ""Point""}";48.82788963487748, 2.3565699656571155
750286;42  RUE DE DANTZIG;SFR;;;2021-03-19;;2G+3G+4G+5G;75015;"{""coordinates"": [2.298051000213232, 48.83304600028639], ""type"": ""Point""}";48.83304600028639, 2.298051000213232
750294;24  RUE BALARD;SFR;;;2021-04-07;;2G+3G+4G+5G;75015;"{""coordinates"": [2.277252000604917, 48.84347699991563], ""type"": ""Point""}";48.84347699991563, 2.277252000604917
756164;32  RUE PERIGNON;SFR;;;2021-10-27;;2G+3G+4G+5G;75015;"{""coordinates"": [2.306708999471083, 48.84698700036745], ""type"": ""Point""}";48.84698700036745, 2.306708999471083
750300;174  BOULEVARD BERTHIER;SFR;;;2022-04-06;;2G+3G+4G+5G;75017;"{""coordinates"": [2.293716403462999, 48.88614980375395], ""type"": ""Point""}";48.88614980375395, 2.293716403462999
750024;22  AVENUE DE LA PORTE D ASNIERES;SFR;;;2021-05-12;;2G+3G+4G+5G;75017;"{""coordinates"": [2.3032068932834835, 48.89095131278405], ""type"": ""Point""}";48.89095131278405, 2.3032068932834835
751293;157  BOULEVARD DAVOUT;SFR;;;2021-08-25;;2G+3G+4G+5G;75020;"{""coordinates"": [2.409272999948469, 48.859587000175985], ""type"": ""Point""}";48.859587000175985, 2.409272999948469
7510052007;21 RUE VILLIERS DE L'ISLE D'ADAM;SFR;;;2022-12-27;;2G+3G+4G+5G;75020;"{""coordinates"": [2.3948641479994177, 48.86627148062463], ""type"": ""Point""}";48.86627148062463, 2.3948641479994177
75118_002_03;2 RUE RAYMOND QUENEAU;FREE MOBILE;2015-04-13;2015-04-13;2022-05-31;;3G/4G;75018;"{""coordinates"": [2.36210266392881, 48.89551551116848], ""type"": ""Point""}";48.89551551116848, 2.36210266392881
75118_017_03;10 rue Burq;FREE MOBILE;2014-01-23;2014-01-23;2022-12-08;;3G/4G/5G;75018;"{""coordinates"": [2.3363651537289143, 48.88612284580253], ""type"": ""Point""}";48.88612284580253, 2.3363651537289143
75118_018_06;52, rue Championnet;FREE MOBILE;2017-10-09;2017-10-09;;;3G/4G/5G;75018;"{""coordinates"": [2.3477265004310564, 48.89573999985222], ""type"": ""Point""}";48.89573999985222, 2.3477265004310564
75118_029_08;34, rue Pierre Fontaine;FREE MOBILE;2019-12-31;2019-12-31;;;3G/4G/5G;75018;"{""coordinates"": [2.333483999938173, 48.88258200023824], ""type"": ""Point""}";48.88258200023824, 2.333483999938173
75119_063_01;69/71 rue de Meaux;FREE MOBILE;2019-07-22;2019-08-05;2022-03-28;;3G/4G;75019;"{""coordinates"": [2.3749020001283903, 48.88248299967864], ""type"": ""Point""}";48.88248299967864, 2.3749020001283903
75120_054_02;16 rue du Clos;FREE MOBILE;2018-09-26;2018-07-26;2023-02-07;;3G/4G;75020;"{""coordinates"": [2.4071050318529617, 48.857085584549026], ""type"": ""Point""}";48.857085584549026, 2.4071050318529617
75120_020_01;4 RUE PAQUELIN;FREE MOBILE;2013-01-21;2014-01-24;;;3G/4G/5G;75020;"{""coordinates"": [2.402393558874497, 48.868902589175875], ""type"": ""Point""}";48.868902589175875, 2.402393558874497
75120_025_05;6, place Vincenot;FREE MOBILE;2019-06-17;2019-06-17;;;3G/4G/5G;75020;"{""coordinates"": [2.408215500364566, 48.870369000282686], ""type"": ""Point""}";48.870369000282686, 2.408215500364566
00007798U5;182 rue Saint Honoré;Orange;2012-12-03;2012-09-26;;;;75001;"{""coordinates"": [2.338902000667506, 48.86239499969456], ""type"": ""Point""}";48.86239499969456, 2.338902000667506
00007514U3;38, rue Henri Barbusse;Orange;2013-01-14;2014-04-02;2023-02-07;;;75005;"{""coordinates"": [2.338749000656185, 48.841263000355156], ""type"": ""Point""}";48.841263000355156, 2.338749000656185
00027810U3;4, Place Jussieu;Orange;2015-05-27;2015-05-05;;;;75005;"{""coordinates"": [2.3551560430190213, 48.84642652123932], ""type"": ""Point""}";48.84642652123932, 2.3551560430190213
00000135U7;284, boulevard Saint Germain;Orange;2012-11-29;2013-12-04;;;;75007;"{""coordinates"": [2.3203834588255634, 48.861566329842866], ""type"": ""Point""}";48.861566329842866, 2.3203834588255634
00080171U8;1 rue Mansart;Orange;2012-01-27;2013-10-23;2022-12-27;;;75009;"{""coordinates"": [2.3335065001713127, 48.882095999679514], ""type"": ""Point""}";48.882095999679514, 2.3335065001713127
00000232U8;2 Rue Amboise Pare;Orange;2011-04-21;2015-02-03;2020-11-18;;;75010;"{""coordinates"": [2.3537609995769166, 48.881897999936285], ""type"": ""Point""}";48.881897999936285, 2.3537609995769166
00000071U8;25/29, rue de la roquette;Orange;2020-01-15;2013-05-13;2023-04-11;;;75011;"{""coordinates"": [2.372857972706771, 48.85500988235283], ""type"": ""Point""}";48.85500988235283, 2.372857972706771
00000090U8;121, bd soult;Orange;2011-12-19;2013-08-09;2020-11-02;;;75012;"{""coordinates"": [2.4100954953144407, 48.84497941803868], ""type"": ""Point""}";48.84497941803868, 2.4100954953144407
00008218U5;20 Rue Abel;Orange;;2014-05-22;2023-08-04;;;75012;"{""coordinates"": [2.3760585004911334, 48.84814800032319], ""type"": ""Point""}";48.84814800032319, 2.3760585004911334
00000043U7;27, bd jourdan;Orange;2012-07-05;2013-08-12;2023-06-26;;;75014;"{""coordinates"": [2.33720356211268, 48.820505232477366], ""type"": ""Point""}";48.820505232477366, 2.33720356211268
00032210U3;41 rue Didot;Orange;2017-06-28;2016-12-14;2023-12-12;;;75014;"{""coordinates"": [2.32024852674523, 48.83192032934688], ""type"": ""Point""}";48.83192032934688, 2.32024852674523
00000416U7;20b, av de lowendal;Orange;2013-11-22;2013-11-21;2022-12-20;;;75015;"{""coordinates"": [2.3026849879783615, 48.84902481261574], ""type"": ""Point""}";48.84902481261574, 2.3026849879783615
00032718U3;129 rue de la Pompe;Orange;2017-03-23;2017-03-23;2023-08-10;;;75016;"{""coordinates"": [2.2799699747660163, 48.866451593352245], ""type"": ""Point""}";48.866451593352245, 2.2799699747660163
00000362U1;18 rue Gustave Charpentier;Orange;2013-04-30;2013-05-02;2021-04-22;;;75017;"{""coordinates"": [2.280838499713055, 48.8804130001123], ""type"": ""Point""}";48.8804130001123, 2.280838499713055
00000002U8;15, rue st just;Orange;2015-06-26;2013-07-04;;;;75017;"{""coordinates"": [2.3128604997327615, 48.896810999653916], ""type"": ""Point""}";48.896810999653916, 2.3128604997327615
00000211U8;211, rue championnet;Orange;2016-06-14;2016-06-14;2021-06-03;;;75018;"{""coordinates"": [2.3309831144022044, 48.89368865960785], ""type"": ""Point""}";48.89368865960785, 2.3309831144022044
00000007U8;173, rue marcadet;Orange;2013-07-17;2018-10-31;;;;75018;"{""coordinates"": [2.3362886094442596, 48.891447654531135], ""type"": ""Point""}";48.891447654531135, 2.3362886094442596
00000006U8;6, rue des portes blanches;Orange;2011-05-24;2020-09-14;;;;75018;"{""coordinates"": [2.351008109715383, 48.89169964002841], ""type"": ""Point""}";48.89169964002841, 2.351008109715383
00008109U5;16 Rue de Cambrai;Orange;2016-06-05;2016-06-05;;;;75019;"{""coordinates"": [2.3786324996231687, 48.89499300037498], ""type"": ""Point""}";48.89499300037498, 2.3786324996231687
00024499U5;43 rue de la Chine;Orange;2012-08-10;2015-03-19;2023-03-16;;;75020;"{""coordinates"": [2.3970825002990908, 48.86887499967414], ""type"": ""Point""}";48.86887499967414, 2.3970825002990908
00000055U8;109, bd mortier;Orange;2012-02-21;2013-09-19;;;;75020;"{""coordinates"": [2.4085180645306825, 48.87175558318143], ""type"": ""Point""}";48.87175558318143, 2.4085180645306825
00034918U5;8 B Passage Saint-Pierre Amelot;Orange;2023-10-31;2023-10-31;2023-10-31;;;75011;"{""coordinates"": [2.3696134561886177, 48.862565377897326], ""type"": ""Point""}";48.862565377897326, 2.3696134561886177
750108;4  BOULEVARD DU PALAIS;SFR;;;;;2G+3G+4G+;75001;"{""coordinates"": [2.3457340264800037, 48.855294644977555], ""type"": ""Point""}";48.855294644977555, 2.3457340264800037
753616;17  AVENUE DE L OPERA;SFR;;;;;++4G+;75001;"{""coordinates"": [2.334172500479516, 48.86577899977982], ""type"": ""Point""}";48.86577899977982, 2.334172500479516
750303;215  RUE SAINT DENIS;SFR;;;2021-03-19;;2G+3G+4G+5G;75002;"{""coordinates"": [2.3511420001649688, 48.86676899998566], ""type"": ""Point""}";48.86676899998566, 2.3511420001649688
753534;11  RUE D ARCOLE;SFR;;;2022-07-18;;2G+3G+4G+5G;75004;"{""coordinates"": [2.3496964752381992, 48.85424035827156], ""type"": ""Point""}";48.85424035827156, 2.3496964752381992
751108;70  RUE FRANCOIS MIRON;SFR;;;;;2G+3G+4G+;75004;"{""coordinates"": [2.3587122232218514, 48.85538336748144], ""type"": ""Point""}";48.85538336748144, 2.3587122232218514
751159;9  RUE DE MEDICIS;SFR;;;;;2G+3G+4G+;75006;"{""coordinates"": [2.339702999505631, 48.848364000399286], ""type"": ""Point""}";48.848364000399286, 2.339702999505631
757312;106 RUE DE l'UNIVERSITE;SFR;;;;;++4G+;75007;"{""coordinates"": [2.3197004998403545, 48.86081999956209], ""type"": ""Point""}";48.86081999956209, 2.3197004998403545
750013;42  AVENUE DE FRIEDLAND;SFR;;;;;2G+3G+4G+;75008;"{""coordinates"": [2.2977090003488096, 48.8742119996093], ""type"": ""Point""}";48.8742119996093, 2.2977090003488096
7510052038;4 ROND-POINT DES CHAMPS ELYSEES;SFR;;;2023-05-22;;+3G+4G+;75008;"{""coordinates"": [2.316136500059391, 48.86701200030022], ""type"": ""Point""}";48.86701200030022, 2.316136500059391
750898;6  RUE VICTOR MASSE;SFR;;;;;++4G+;75009;"{""coordinates"": [2.339747999575961, 48.880583999771524], ""type"": ""Point""}";48.880583999771524, 2.339747999575961
753551;18  RUE CHAUDRON;SFR;;;;;2G+3G+4G+;75010;"{""coordinates"": [2.3651685005971417, 48.883463999956604], ""type"": ""Point""}";48.883463999956604, 2.3651685005971417
753517;129  AVENUE PHILIPPE AUGUSTE;SFR;;;;;++4G+;75011;"{""coordinates"": [2.38965750008821, 48.8580839995568], ""type"": ""Point""}";48.8580839995568, 2.38965750008821
750053;77  RUE CLAUDE DECAEN;SFR;;;2021-07-01;;2G+3G+4G+5G;75012;"{""coordinates"": [2.3970194994217002, 48.837708000391046], ""type"": ""Point""}";48.837708000391046, 2.3970194994217002
750103;1  RUE DE GERGOVIE;SFR;;;2021-03-19;;2G+3G+4G+5G;75014;"{""coordinates"": [2.3132115001521245, 48.834783000309], ""type"": ""Point""}";48.834783000309, 2.3132115001521245
750061;Champ de course d'Auteuil;SFR;;;2022-12-23;;2G+3G+4G+;75016;"{""coordinates"": [2.2560278773186817, 48.850724343151995], ""type"": ""Point""}";48.850724343151995, 2.2560278773186817
751149;42 B RUE BOURSAULT;SFR;;;2021-04-07;;2G+3G+4G+5G;75017;"{""coordinates"": [2.319417000048373, 48.88468799975703], ""type"": ""Point""}";48.88468799975703, 2.319417000048373
751128;4  AVENUE CARNOT;SFR;;;2022-11-21;;2G+3G+4G+5G;75017;"{""coordinates"": [2.293996499401189, 48.875283000287595], ""type"": ""Point""}";48.875283000287595, 2.293996499401189
7510058487;6 Square Villaret de Joyeuse;SFR;;;2023-11-30;;+3G+4G+5G;75017;"{""coordinates"": [2.289339000416765, 48.87746099958867], ""type"": ""Point""}";48.87746099958867, 2.289339000416765
751348;2  RUE RAYMOND QUENEAU;SFR;;;2021-04-07;;2G+3G+4G+5G;75018;"{""coordinates"": [2.3618664270956646, 48.8955142525819], ""type"": ""Point""}";48.8955142525819, 2.3618664270956646
7510051975;12 RUE CAVE;SFR;;;2023-08-03;;+3G+4G+5G;75018;"{""coordinates"": [2.3551020006589956, 48.886812000280855], ""type"": ""Point""}";48.886812000280855, 2.3551020006589956
750039;120 B RUE DES PYRENEES;SFR;;;2021-03-19;;2G+3G+4G+5G;75020;"{""coordinates"": [2.4037514995160976, 48.85794900006745], ""type"": ""Point""}";48.85794900006745, 2.4037514995160976
