Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
7510057838;1 Avenue Beaucour;SFR;;;2023-12-01;;+3G+4G+5G;75008;"{""coordinates"": [2.3014699241280976, 48.87678081165963], ""type"": ""Point""}";48.87678081165963, 2.3014699241280976
753564;11  RUE DES SAUSSAIES;SFR;;;;;++4G+;75008;"{""coordinates"": [2.317682083934596, 48.87129079031601], ""type"": ""Point""}";48.87129079031601, 2.317682083934596
756060;1  RUE SCRIBE;SFR;;;2022-09-02;;2G+3G+4G+5G;75009;"{""coordinates"": [2.3297389390109964, 48.870620339080936], ""type"": ""Point""}";48.870620339080936, 2.3297389390109964
757215;102  RUE DE PROVENCE;SFR;;;;;2G+3G+4G+;75009;"{""coordinates"": [2.329004426998888, 48.874352220783805], ""type"": ""Point""}";48.874352220783805, 2.329004426998888
751248;21  RUE MERCOEUR;SFR;;;2021-03-19;;2G+3G+4G+5G;75011;"{""coordinates"": [2.38391099983354, 48.85742700014222], ""type"": ""Point""}";48.85742700014222, 2.38391099983354
753012;4  RUE BREGUET;SFR;;;;;++4G+;75011;"{""coordinates"": [2.371522499747936, 48.85648199974303], ""type"": ""Point""}";48.85648199974303, 2.371522499747936
750069;2  ROUTE DE LA FERME;SFR;;;;;2G+3G+4G+;75012;"{""coordinates"": [2.4638282645158864, 48.82681264192695], ""type"": ""Point""}";48.82681264192695, 2.4638282645158864
751241;12  RUE BRUNESEAU;SFR;;;2022-10-10;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3871477926710467, 48.82472039593398], ""type"": ""Point""}";48.82472039593398, 2.3871477926710467
753582;22  RUE BEAUNIER;SFR;;;2021-05-28;;2G+3G+4G+5G;75014;"{""coordinates"": [2.3296670428102426, 48.82426133921144], ""type"": ""Point""}";48.82426133921144, 2.3296670428102426
751205;21  PLACE DU COMMERCE;SFR;;;2021-03-19;;2G+3G+4G+5G;75015;"{""coordinates"": [2.293780447059525, 48.8450945812441], ""type"": ""Point""}";48.8450945812441, 2.293780447059525
751202;379  RUE DE VAUGIRARD;SFR;;;2021-05-10;;2G+3G+4G+5G;75015;"{""coordinates"": [2.2935320177788596, 48.83585330356775], ""type"": ""Point""}";48.83585330356775, 2.2935320177788596
753576;28  RUE LETELLIER;SFR;;;2022-11-14;;2G+3G+4G+5G;75015;"{""coordinates"": [2.296038489857542, 48.8479043052436], ""type"": ""Point""}";48.8479043052436, 2.296038489857542
753546;5  RUE DU GENERAL GROSSETTI;SFR;;;2023-12-05;;2G+3G+4G+5G;75016;"{""coordinates"": [2.262937499667533, 48.837600000441576], ""type"": ""Point""}";48.837600000441576, 2.262937499667533
753620;53  RUE LEGENDRE;SFR;;;2023-02-21;;2G+3G+4G+5G;75017;"{""coordinates"": [2.316352632476725, 48.88562920723698], ""type"": ""Point""}";48.88562920723698, 2.316352632476725
757269;17 RUE ANGELIQUE COMPOINT;SFR;;;2022-07-13;;2G+3G+4G+5G;75018;"{""coordinates"": [2.3347158770568557, 48.89744034357978], ""type"": ""Point""}";48.89744034357978, 2.3347158770568557
751259;55  RUE PETIT;SFR;;;2021-03-19;;2G+3G+4G+5G;75019;"{""coordinates"": [2.3862825002139214, 48.885668999755026], ""type"": ""Point""}";48.885668999755026, 2.3862825002139214
750312;212  AVENUE JEAN JAURES;SFR;;;2022-03-01;;2G+3G+4G+5G;75019;"{""coordinates"": [2.3928738974350496, 48.8885844007944], ""type"": ""Point""}";48.8885844007944, 2.3928738974350496
757268;102 rue des Orteaux;SFR;;;2021-10-28;;2G+3G+4G+5G;75020;"{""coordinates"": [2.4086712216840813, 48.85547791663016], ""type"": ""Point""}";48.85547791663016, 2.4086712216840813
T15052;28-32  avenue  VICTOR HUGO;BOUYGUES;2002-11-13;;2021-05-04;;;75016;"{""coordinates"": [2.2900520367156334, 48.87180301792356], ""type"": ""Point""}";48.87180301792356, 2.2900520367156334
75117_010_36;75 AVENUE DE WAGRAM;FREE MOBILE;2022-10-07;2022-10-07;2022-12-08;;3G/4G/5G;75017;"{""coordinates"": [2.298865500122842, 48.879378000043744], ""type"": ""Point""}";48.879378000043744, 2.298865500122842
75118_074_01;32 rue Ordener 75018 Paris;FREE MOBILE;2020-12-04;2020-12-13;2021-03-19;;3G/4G/5G;75018;"{""coordinates"": [2.351029499502122, 48.891392999644616], ""type"": ""Point""}";48.891392999644616, 2.351029499502122
75118_031_05;34, rue Hermel;FREE MOBILE;2017-09-01;2017-09-01;;;3G/4G;75018;"{""coordinates"": [2.345314499980985, 48.892805999679666], ""type"": ""Point""}";48.892805999679666, 2.345314499980985
75108_019_01;28 rue SAINT-PETERSBOURG;FREE MOBILE;2014-02-25;2014-02-25;2024-01-17;;3G/4G;75018;"{""coordinates"": [2.3260184995392987, 48.8820959997723], ""type"": ""Point""}";48.8820959997723, 2.3260184995392987
75119_068_01;97 rue Petit 75019 Paris;FREE MOBILE;2020-10-27;2020-10-27;2021-03-19;;3G/4G/5G;75019;"{""coordinates"": [2.393257500573275, 48.886451999839096], ""type"": ""Point""}";48.886451999839096, 2.393257500573275
75119_029_02;44 RUE REBEVAL;FREE MOBILE;2013-11-15;2013-11-13;2022-03-24;;3G/4G/5G;75019;"{""coordinates"": [2.3790835710524885, 48.874554612236274], ""type"": ""Point""}";48.874554612236274, 2.3790835710524885
75120_018_09;4 RUE DES PRAIRIES;FREE MOBILE;2017-02-20;2017-02-20;2022-04-29;;3G/4G;75020;"{""coordinates"": [2.404777499512395, 48.86125199966899], ""type"": ""Point""}";48.86125199966899, 2.404777499512395
00034801U5;8 rue Jean Goujon;Orange;2020-07-16;2020-07-16;;;;75008;"{""coordinates"": [2.3090625004173253, 48.86660699963045], ""type"": ""Point""}";48.86660699963045, 2.3090625004173253
00008768U5;8 bis rue de la fontaine au roi;Orange;2013-07-11;2013-08-12;;;;75011;"{""coordinates"": [2.3691599994998085, 48.86848799986687], ""type"": ""Point""}";48.86848799986687, 2.3691599994998085
00013726U5;9 rue de reuilly;Orange;2012-04-24;2013-08-09;2023-02-15;;;75012;"{""coordinates"": [2.3853465004140357, 48.8493900001919], ""type"": ""Point""}";48.8493900001919, 2.3853465004140357
00007556U5;9/11, place lachambeaudie;Orange;2011-02-10;2013-08-27;;;;75012;"{""coordinates"": [2.386864265870214, 48.8364608953747], ""type"": ""Point""}";48.8364608953747, 2.386864265870214
00025086U3;101 Boulevard ARAGO;Orange;2013-10-11;2015-09-04;;;;75014;"{""coordinates"": [2.3338179787479945, 48.83427065682281], ""type"": ""Point""}";48.83427065682281, 2.3338179787479945
00025169U3;99 - 101 boulevard de Grenelle;Orange;2016-08-12;2016-08-12;2022-09-19;;;75015;"{""coordinates"": [2.2967969624669373, 48.849759577068255], ""type"": ""Point""}";48.849759577068255, 2.2967969624669373
00000463U7;82, rue blomet;Orange;2011-01-21;2020-12-16;2023-09-15;;;75015;"{""coordinates"": [2.3021109950307443, 48.841524688634344], ""type"": ""Point""}";48.841524688634344, 2.3021109950307443
00000431U7;hippodrome d'auteuil;Orange;2015-09-17;2017-02-01;2022-09-21;;;75016;"{""coordinates"": [2.2562639083309124, 48.850725810575916], ""type"": ""Point""}";48.850725810575916, 2.2562639083309124
00000025U7;12, av paul doumer;Orange;2012-02-14;2013-09-05;;;;75016;"{""coordinates"": [2.2838535000634006, 48.86132400019571], ""type"": ""Point""}";48.86132400019571, 2.2838535000634006
00080202U7;17, rue de l'Amiral Hamelin;Orange;2012-01-17;2013-12-16;;;;75016;"{""coordinates"": [2.2922031111930847, 48.866979815381164], ""type"": ""Point""}";48.866979815381164, 2.2922031111930847
00015055U5;6, rue Villaret de Joyeuse;Orange;2013-03-18;2013-08-29;2023-06-05;;;75017;"{""coordinates"": [2.2898689249806985, 48.87679879953199], ""type"": ""Point""}";48.87679879953199, 2.2898689249806985
00021752U5;3 rue Georges BERGER;Orange;;2014-07-24;2023-07-07;;;75017;"{""coordinates"": [2.310112552182952, 48.88115756225624], ""type"": ""Point""}";48.88115756225624, 2.310112552182952
00080176U8;12/14 rue Lacroix;Orange;2011-06-23;2013-05-27;;;;75017;"{""coordinates"": [2.3223374995106045, 48.89013300012134], ""type"": ""Point""}";48.89013300012134, 2.3223374995106045
00011587U5;229 rue du Championnet;Orange;2011-07-27;2013-08-12;2022-01-26;;;75018;"{""coordinates"": [2.3287004996786274, 48.893201999620295], ""type"": ""Point""}";48.893201999620295, 2.3287004996786274
00000224U8;31, rue de la chapelle;Orange;2011-05-20;2013-06-24;2021-03-19;;;75018;"{""coordinates"": [2.3596019995569164, 48.892464000193755], ""type"": ""Point""}";48.892464000193755, 2.3596019995569164
00000014U8;8, rue nicolet;Orange;2011-07-30;2013-11-21;;;;75018;"{""coordinates"": [2.3461875002774573, 48.88821600018707], ""type"": ""Point""}";48.88821600018707, 2.3461875002774573
00016147U5;19-29 Bd Serrurier;Orange;2011-06-06;2013-08-12;2020-12-14;;;75019;"{""coordinates"": [2.4046244997164394, 48.877865999811064], ""type"": ""Point""}";48.877865999811064, 2.4046244997164394
00000215U8;26, rue sorbier;Orange;2012-02-16;2013-06-18;2020-12-03;;;75020;"{""coordinates"": [2.39134049996692, 48.866697000015854], ""type"": ""Point""}";48.866697000015854, 2.39134049996692
00000075U8;99, rue des orteaux;Orange;2015-11-06;2015-11-06;2020-12-18;;;75020;"{""coordinates"": [2.4080444995209596, 48.855933000049774], ""type"": ""Point""}";48.855933000049774, 2.4080444995209596
00000049U8;2b, rue du jourdain;Orange;2013-06-03;2015-10-20;2022-10-27;;;75020;"{""coordinates"": [2.3896665001248754, 48.87401399997566], ""type"": ""Point""}";48.87401399997566, 2.3896665001248754
00024526U5;48 rue Terre Neuve;Orange;;2013-10-15;;;;75020;"{""coordinates"": [2.399898277965235, 48.85509209238992], ""type"": ""Point""}";48.85509209238992, 2.399898277965235
753560;1  RUE D UZES;SFR;;;2021-09-21;;2G+3G+4G+5G;75002;"{""coordinates"": [2.345395500400968, 48.87033300027747], ""type"": ""Point""}";48.87033300027747, 2.345395500400968
7510051976;22 Rue Béranger;SFR;;;2023-12-01;;+3G+4G+5G;75003;"{""coordinates"": [2.3635349999089295, 48.86652600025272], ""type"": ""Point""}";48.86652600025272, 2.3635349999089295
750079;10  RUE BARBETTE;SFR;;;2021-03-19;;2G+3G+4G+5G;75003;"{""coordinates"": [2.3606989652627517, 48.85886636979229], ""type"": ""Point""}";48.85886636979229, 2.3606989652627517
751240;101  BOULEVARD RASPAIL;SFR;;;2021-03-19;;2G+3G+4G+5G;75006;"{""coordinates"": [2.3284294934733967, 48.846338337660264], ""type"": ""Point""}";48.846338337660264, 2.3284294934733967
757421;15  RUE DE VAUGIRARD;SFR;;;;;2G+3G+4G+;75006;"{""coordinates"": [2.3374630128505802, 48.84916565379118], ""type"": ""Point""}";48.84916565379118, 2.3374630128505802
753596;5  RUE OUDINOT;SFR;;;;;2G+3G+4G+;75007;"{""coordinates"": [2.3188590000495366, 48.85036199955539], ""type"": ""Point""}";48.85036199955539, 2.3188590000495366
7510000013;4 villa de Saxe;SFR;;;2023-07-10;;+3G+4G+5G;75007;"{""coordinates"": [2.309439486750875, 48.84928131885423], ""type"": ""Point""}";48.84928131885423, 2.309439486750875
750007;16  PLACE DE LA REPUBLIQUE;SFR;;;;;2G+3G+4G+;75010;"{""coordinates"": [2.3624290565191, 48.868209628560415], ""type"": ""Point""}";48.868209628560415, 2.3624290565191
751269;42  RUE MONTGALLET;SFR;;;2021-04-07;;2G+3G+4G+5G;75012;"{""coordinates"": [2.3890849983040368, 48.844079397065634], ""type"": ""Point""}";48.844079397065634, 2.3890849983040368
753535;2  PLACE LOUIS ARMAND;SFR;;;2021-03-19;;2G+3G+4G+;75012;"{""coordinates"": [2.3727194995083463, 48.84456599978661], ""type"": ""Point""}";48.84456599978661, 2.3727194995083463
751285;6  BOULEVARD SOULT;SFR;;;2021-08-02;;2G+3G+4G+5G;75012;"{""coordinates"": [2.408152499865331, 48.83655600014957], ""type"": ""Point""}";48.83655600014957, 2.408152499865331
753544;12  RUE JEAN SEBASTIEN BACH;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3648669997282568, 48.83105700035104], ""type"": ""Point""}";48.83105700035104, 2.3648669997282568
7510000021;95 AVENUE DU MAINE;SFR;;;2022-06-24;;2G+3G+4G+5G;75014;"{""coordinates"": [2.323209514578302, 48.83715833210146], ""type"": ""Point""}";48.83715833210146, 2.323209514578302
753612;133  RUE FALGUIERE;SFR;;;2021-06-18;;2G+3G+4G+5G;75015;"{""coordinates"": [2.310636514420695, 48.836906319817594], ""type"": ""Point""}";48.836906319817594, 2.310636514420695
751209;41  RUE DE CRONSTADT;SFR;;;2021-06-30;;2G+3G+4G+5G;75015;"{""coordinates"": [2.3010920243097326, 48.83313531122176], ""type"": ""Point""}";48.83313531122176, 2.3010920243097326
753580;163  RUE DE LA CONVENTION;SFR;;;;;++4G+;75015;"{""coordinates"": [2.293717499342409, 48.838580999643554], ""type"": ""Point""}";48.838580999643554, 2.293717499342409
756175;25  RUE CLAUDE TERRASSE;SFR;;;2021-06-23;;2G+3G+4G+5G;75016;"{""coordinates"": [2.2624100117783335, 48.838850272588274], ""type"": ""Point""}";48.838850272588274, 2.2624100117783335
751187;11  CHAUSSEE DE LA MUETTE;SFR;;;2021-12-08;;2G+3G+4G+5G;75016;"{""coordinates"": [2.2737509995262113, 48.85803899988632], ""type"": ""Point""}";48.85803899988632, 2.2737509995262113
751178;243 B BOULEVARD PEREIRE;SFR;;;2021-04-07;;2G+3G+4G+5G;75017;"{""coordinates"": [2.2867965006585806, 48.8790630003728], ""type"": ""Point""}";48.8790630003728, 2.2867965006585806
751224;62  RUE POUCHET;SFR;;;2021-09-14;;2G+3G+4G+5G;75017;"{""coordinates"": [2.3215275002362374, 48.895208999835454], ""type"": ""Point""}";48.895208999835454, 2.3215275002362374
751256;35  RUE FESSART;SFR;;;2022-10-10;;2G+3G+4G+5G;75019;"{""coordinates"": [2.385048423314934, 48.87669539367108], ""type"": ""Point""}";48.87669539367108, 2.385048423314934
7510000030;174 rue de Crimée;SFR;;;2022-08-31;;+3G+4G+5G;75019;"{""coordinates"": [2.3775074999254606, 48.890132999675245], ""type"": ""Point""}";48.890132999675245, 2.3775074999254606
7510000011;154 /156 RUE D'AUBERVILLIERS;SFR;;;2023-09-03;;+3G+4G+5G;75019;"{""coordinates"": [2.369923885605048, 48.89350737862551], ""type"": ""Point""}";48.89350737862551, 2.369923885605048
753528;1  RUE MARYSE HILSZ;SFR;;;2021-03-19;;2G+3G+4G+5G;75020;"{""coordinates"": [2.4127459864584955, 48.84936692096054], ""type"": ""Point""}";48.84936692096054, 2.4127459864584955
750926;24  RUE DES AMANDIERS;SFR;;;2022-03-24;;2G+3G+4G+5G;75020;"{""coordinates"": [2.389481999884622, 48.86433000023786], ""type"": ""Point""}";48.86433000023786, 2.389481999884622
7510000031;6 rue Charles et Robert;SFR;;;2022-03-30;;2G+3G+4G+5G;75020;"{""coordinates"": [2.41181897776735, 48.85291741980346], ""type"": ""Point""}";48.85291741980346, 2.41181897776735
753578;9  AVENUE PIERRE 1ER DE SERBIE;SFR;;;;;2G+3G+4G+;75116;"{""coordinates"": [2.2953644994518196, 48.86560799959269], ""type"": ""Point""}";48.86560799959269, 2.2953644994518196
00000054U7;3 Rue Louis Lebouis;Orange;2004-12-22;2020-01-06;2020-12-31;;;75014;"{""coordinates"": [2.3215334879615193, 48.836906184567546], ""type"": ""Point""}";48.836906184567546, 2.3215334879615193
T15229;10  rue  DU CHEVALIER ST GEORGES;BOUYGUES;2002-07-23;;2021-08-29;;;75001;"{""coordinates"": [2.324937443666926, 48.86846933443892], ""type"": ""Point""}";48.86846933443892, 2.324937443666926
T15967;17  boulevard  MORLAND;BOUYGUES;2016-04-21;;;;;75004;"{""coordinates"": [2.3632785000776466, 48.84998399994186], ""type"": ""Point""}";48.84998399994186, 2.3632785000776466
T10521;14  rue  SOUFFLOT;BOUYGUES;1999-12-14;;;;;75005;"{""coordinates"": [2.343226239919944, 48.84692776305602], ""type"": ""Point""}";48.84692776305602, 2.343226239919944
T96030;7 rue POULLETIER;BOUYGUES;2018-09-25;;;;;75005;"{""coordinates"": [2.35837451932294, 48.85155963282774], ""type"": ""Point""}";48.85155963282774, 2.35837451932294
T16781;131  boulevard  RASPAIL;BOUYGUES;2015-04-30;;;;;75006;"{""coordinates"": [2.3292932522027083, 48.84416166156365], ""type"": ""Point""}";48.84416166156365, 2.3292932522027083
T35887;39 AVENUE FRANKLIN ROOSEVELT;BOUYGUES;2021-06-28;;;;;75008;"{""coordinates"": [2.310023086188271, 48.86783479819944], ""type"": ""Point""}";48.86783479819944, 2.310023086188271
T10577;28  boulevard  POISSONNIERE;BOUYGUES;1996-05-31;;;;;75009;"{""coordinates"": [2.344382999586011, 48.8714489998893], ""type"": ""Point""}";48.8714489998893, 2.344382999586011
T35911;74 BOULEVARD DE STRASBOURG;BOUYGUES;2019-10-05;;2022-07-18;;;75010;"{""coordinates"": [2.358084426950473, 48.87562436677569], ""type"": ""Point""}";48.87562436677569, 2.358084426950473
T19430;31  rue  LOUIS BLANC;BOUYGUES;2015-04-27;;;;;75010;"{""coordinates"": [2.365771499388712, 48.88067399978937], ""type"": ""Point""}";48.88067399978937, 2.365771499388712
T41759;66 QUAI DE JEMMAPES;BOUYGUES;2021-08-20;;;;;75010;"{""coordinates"": [2.366200062508804, 48.87096362492754], ""type"": ""Point""}";48.87096362492754, 2.366200062508804
T44425;9 AVENUE DE SAINT MANDE;BOUYGUES;2021-10-29;;2021-11-10;;;75012;"{""coordinates"": [2.396893500186418, 48.84561900017875], ""type"": ""Point""}";48.84561900017875, 2.396893500186418
T10644;2  avenue  DE SAINT MANDÉ;BOUYGUES;2000-06-26;;;;;75012;"{""coordinates"": [2.395840499351403, 48.84533999958125], ""type"": ""Point""}";48.84533999958125, 2.395840499351403
T10918;5  rue  RUBBENS;BOUYGUES;1997-08-18;;2020-12-22;;;75013;"{""coordinates"": [2.355512479716442, 48.834612635694356], ""type"": ""Point""}";48.834612635694356, 2.355512479716442
T96529;12 rue MARIE ANDREE LAGROUA WEILL HALLE;BOUYGUES;2018-05-29;;2021-04-09;;;75013;"{""coordinates"": [2.3807898911420353, 48.82818972445981], ""type"": ""Point""}";48.82818972445981, 2.3807898911420353
T15868;80  rue  DE LA TOMBE ISSOIRE;BOUYGUES;2000-10-12;;;;;75014;"{""coordinates"": [2.3326560002869114, 48.82829399990963], ""type"": ""Point""}";48.82829399990963, 2.3326560002869114
T15805;80  rue  DU THÉATRE;BOUYGUES;2000-10-11;;2020-11-20;;;75015;"{""coordinates"": [2.291990508243978, 48.84738369871807], ""type"": ""Point""}";48.84738369871807, 2.291990508243978
T15816;73  rue  DE LA PROCESSION;BOUYGUES;1999-12-23;;;;;75015;"{""coordinates"": [2.311052482998425, 48.835998679376345], ""type"": ""Point""}";48.835998679376345, 2.311052482998425
T10509;51-55  rue  DE L'ASSOMPTION;BOUYGUES;1996-05-31;;2020-11-05;;;75016;"{""coordinates"": [2.268383525565635, 48.85494372201015], ""type"": ""Point""}";48.85494372201015, 2.268383525565635
T10508;1  rue  CHARLES LAMOUREUX;BOUYGUES;1996-05-31;;;;;75016;"{""coordinates"": [2.2786255555875363, 48.868452711334164], ""type"": ""Point""}";48.868452711334164, 2.2786255555875363
T15231;26  rue  RANELAGH;BOUYGUES;2005-10-03;;;;;75016;"{""coordinates"": [2.277914523068339, 48.85369271187346], ""type"": ""Point""}";48.85369271187346, 2.277914523068339
T12377;3  rue  ANDRE COLLEDEBOEUF;BOUYGUES;2016-03-15;;;;;75016;"{""coordinates"": [2.2697009993932213, 48.85188299970779], ""type"": ""Point""}";48.85188299970779, 2.2697009993932213
T15723;27  rue  DES RENAUDES;BOUYGUES;1999-12-15;;;;;75017;"{""coordinates"": [2.2981410000013276, 48.880430999666466], ""type"": ""Point""}";48.880430999666466, 2.2981410000013276
T15889;18-26  rue  GOUBET;BOUYGUES;2000-02-14;;2020-12-03;;;75019;"{""coordinates"": [2.3899219034961594, 48.88588439820602], ""type"": ""Point""}";48.88588439820602, 2.3899219034961594
T35893;94 RUE CURIAL;BOUYGUES;2019-07-11;;2021-03-05;;;75019;"{""coordinates"": [2.3759369995395576, 48.89599200011321], ""type"": ""Point""}";48.89599200011321, 2.3759369995395576
T35906;66 RUE D'AUBERVILLIERS;BOUYGUES;2019-02-06;;2023-04-05;;;75019;"{""coordinates"": [2.3676299994364878, 48.88803600037542], ""type"": ""Point""}";48.88803600037542, 2.3676299994364878
T15186;64-66  rue  ORFILA;BOUYGUES;2002-12-17;;2020-09-03;;;75020;"{""coordinates"": [2.3979520551178077, 48.86690909467067], ""type"": ""Point""}";48.86690909467067, 2.3979520551178077
T15849;100  rue  DES PYRENEES;BOUYGUES;2000-02-17;;2021-05-06;;;75020;"{""coordinates"": [2.405353499456969, 48.855635999877876], ""type"": ""Point""}";48.855635999877876, 2.405353499456969
T10619;34  rue  JOSEPH PYTHON;BOUYGUES;1996-05-31;;2023-03-27;;;75020;"{""coordinates"": [2.4122970005950037, 48.864077999608234], ""type"": ""Point""}";48.864077999608234, 2.4122970005950037
T15836;165  rue  PELLEPORT;BOUYGUES;1999-12-16;;;;;75020;"{""coordinates"": [2.3977890005814055, 48.87473399968712], ""type"": ""Point""}";48.87473399968712, 2.3977890005814055
75104_035_01;12-14 quai de Gesvres;FREE MOBILE;2019-12-10;2019-12-10;;;3G/4G;75004;"{""coordinates"": [2.3485049997400496, 48.85696799973851], ""type"": ""Point""}";48.85696799973851, 2.3485049997400496
75105_014_01;24, rue Saint-Victor;FREE MOBILE;2018-06-04;2018-06-13;;;3G/4G;75005;"{""coordinates"": [2.3506255127192106, 48.84864364041487], ""type"": ""Point""}";48.84864364041487, 2.3506255127192106
75106_010_03;76, rue de Rennes;FREE MOBILE;2019-01-29;2019-04-05;2023-11-13;;3G/4G/5G;75006;"{""coordinates"": [2.3306489996086306, 48.85128000005024], ""type"": ""Point""}";48.85128000005024, 2.3306489996086306
75108_068_01;46, rue de Londres;FREE MOBILE;2021-11-30;2021-11-30;2022-01-20;;3G/4G/5G;75008;"{""coordinates"": [2.3261625004607738, 48.87818999964083], ""type"": ""Point""}";48.87818999964083, 2.3261625004607738
75108_017_01;9 FAUBOURG ST HONORE;FREE MOBILE;2012-08-09;2013-08-27;;;3G/4G/5G;75008;"{""coordinates"": [2.3224160697926792, 48.8685007855007], ""type"": ""Point""}";48.8685007855007, 2.3224160697926792
75108_055_01;12 AVENUE MARCEAU;FREE MOBILE;2018-07-27;2019-01-18;;;3G/4G;75008;"{""coordinates"": [2.3000555973084373, 48.86608880730578], ""type"": ""Point""}";48.86608880730578, 2.3000555973084373
75109_004_04;9 rue Buffault;FREE MOBILE;2016-03-23;2016-03-22;2022-10-26;;3G/4G/5G;75009;"{""coordinates"": [2.341877573100422, 48.87550864948345], ""type"": ""Point""}";48.87550864948345, 2.341877573100422
75109_031_02;38 RUE CONDORCET;FREE MOBILE;2019-06-17;2019-06-18;;;3G/4G;75009;"{""coordinates"": [2.3450050834787333, 48.87999064600975], ""type"": ""Point""}";48.87999064600975, 2.3450050834787333
75110_011_03;97-99 boulevard de La Villette;FREE MOBILE;2014-05-05;2014-09-05;2022-05-31;;3G/4G/5G;75010;"{""coordinates"": [2.369965500001241, 48.87934200008529], ""type"": ""Point""}";48.87934200008529, 2.369965500001241
75111_061_01;165 rue de Charonne;FREE MOBILE;2019-07-04;2019-08-13;2022-07-28;;3G/4G;75011;"{""coordinates"": [2.390895118731907, 48.85584948532444], ""type"": ""Point""}";48.85584948532444, 2.390895118731907
75111_011_03;64 RUE SEDAINE;FREE MOBILE;2013-01-04;2013-12-10;;;3G/4G/5G;75011;"{""coordinates"": [2.377490534249037, 48.85803961373787], ""type"": ""Point""}";48.85803961373787, 2.377490534249037
75112_007_08;12, AVENUE DU BEL AIR;FREE MOBILE;2016-10-25;2016-10-25;2021-08-31;;3G/4G/5G;75012;"{""coordinates"": [2.398004999324063, 48.846150000091846], ""type"": ""Point""}";48.846150000091846, 2.398004999324063
75113_060_06;62 à 86, allée de Bercy 75012 Paris;FREE MOBILE;2020-08-12;2020-08-12;2022-12-01;;3G/4G/5G;75012;"{""coordinates"": [2.374577000247891, 48.8433593828179], ""type"": ""Point""}";48.8433593828179, 2.374577000247891
75113_006_10;95 Rue du Chevaleret;FREE MOBILE;2016-12-21;2016-12-22;2021-03-19;;3G/4G/5G;75013;"{""coordinates"": [2.3750064706005514, 48.83011261679514], ""type"": ""Point""}";48.83011261679514, 2.3750064706005514
75113_077_07;56 rue du Château des Rentiers;FREE MOBILE;2021-05-04;2021-05-17;2021-05-24;;3G/4G/5G;75013;"{""coordinates"": [2.3695055398990656, 48.82558437875854], ""type"": ""Point""}";48.82558437875854, 2.3695055398990656
75113_011_04;57 RUE CLISSON;FREE MOBILE;2012-06-26;2014-03-11;2023-04-26;;3G/4G/5G;75013;"{""coordinates"": [2.366031528815014, 48.83060637500674], ""type"": ""Point""}";48.83060637500674, 2.366031528815014
75115_030_04;2 RUE SAINT LAMBERT;FREE MOBILE;2015-05-07;2015-05-07;2021-12-28;;3G/4G/5G;75015;"{""coordinates"": [2.2903245004471398, 48.83856299965722], ""type"": ""Point""}";48.83856299965722, 2.2903245004471398
75115_029_02;21 RUE DES 4 FRERES PEIGNOT;FREE MOBILE;2015-07-13;2015-07-13;2022-06-30;;3G/4G/5G;75015;"{""coordinates"": [2.282719499868219, 48.845681999745615], ""type"": ""Point""}";48.845681999745615, 2.282719499868219
75115_004_01;80 RUE DUTOT;FREE MOBILE;2012-05-07;2015-04-09;2022-11-10;;3G/4G;75015;"{""coordinates"": [2.307190500014238, 48.83723099962164], ""type"": ""Point""}";48.83723099962164, 2.307190500014238
75115_012_04;18 RUE SEBASTIEN MERCIER;FREE MOBILE;2013-05-03;2013-09-26;;;3G/4G/5G;75015;"{""coordinates"": [2.2780270025884186, 48.84480071243851], ""type"": ""Point""}";48.84480071243851, 2.2780270025884186
75117_063_01;73/85, BOULEVARD BESSIERES;FREE MOBILE;2018-01-09;2017-12-28;2021-12-17;;3G/4G/5G;75017;"{""coordinates"": [2.3203395000046854, 48.89668499997219], ""type"": ""Point""}";48.89668499997219, 2.3203395000046854
75117_021_05;46 AVENUE DES TERNES;FREE MOBILE;2016-11-03;2016-11-04;;;3G/4G/5G;75017;"{""coordinates"": [2.292411861103992, 48.87928718429369], ""type"": ""Point""}";48.87928718429369, 2.292411861103992
T41792;15/17 RUE D'ULM;BOUYGUES;2022-08-01;;2022-06-21;;;75005;"{""coordinates"": [2.3449669988780015, 48.84388135378408], ""type"": ""Point""}";48.84388135378408, 2.3449669988780015
T36214;GARE DES INVALIDES;BOUYGUES;2019-11-25;;;;;75007;"{""coordinates"": [2.314435962223228, 48.86236256289874], ""type"": ""Point""}";48.86236256289874, 2.314435962223228
T10607;41  avenue  GEORGES 5;BOUYGUES;1996-05-31;;;;;75008;"{""coordinates"": [2.300697000133535, 48.8701890004328], ""type"": ""Point""}";48.8701890004328, 2.300697000133535
T15965;20  boulevard  DES ITALIENS;BOUYGUES;2017-07-31;;2021-12-16;;;75009;"{""coordinates"": [2.3369344362966493, 48.871637346106], ""type"": ""Point""}";48.871637346106, 2.3369344362966493
T10666;38  rue  DE DUNKERQUE;BOUYGUES;2001-01-08;;2022-10-25;;;75009;"{""coordinates"": [2.3496119998130456, 48.881223000399], ""type"": ""Point""}";48.881223000399, 2.3496119998130456
